PROGRAMA,FECHA_EMISION,MUNICIPIO,FAMILIAS,PARTICIPANTES,BENEFICIOS,BENEFICIO_PROMEDIO,FEMENINO,MASCULINO,OTROS,EDAD_0_4,EDAD_5_13,EDAD_14_17,EDAD_18_24,EDAD_25_44,EDAD_45_64,EDAD_65,INCAPACITADOS,DEAMBULANTES,ESTUDIANTES
PAN,201304,CAMUY,15776,42920,4366091,276.76,8637,7135,4,1191,2165,1000,1842,3715,3553,2310,1825,5,3137
PAN,201304,YAUCO,17825,50538,5141119,288.42,9846,7976,3,1376,2427,1105,1958,4105,4219,2635,1270,11,3782
PAN,201304,ADJUNTAS,9316,29341,3015561,323.7,5007,4309,0,738,1392,632,1156,2198,1998,1202,624,3,2291
PAN,201304,HUMACAO,21866,58349,6006305,274.69,12644,9213,9,2071,3232,1356,2559,4953,4570,3125,2539,40,4250
TANF,201304,BAYAMON,2594,5357,362334,139.68,1620,974,0,308,468,137,140,480,485,576,594,6,520
TANF,201304,PATILLAS,559,1096,78211,139.91,326,233,0,49,85,34,41,110,129,111,173,0,52
TANF,201304,TRUJILLO ALTO,1040,1918,134220,129.06,614,425,1,84,161,40,45,207,269,234,320,4,152
TANF,201304,TOA ALTA,1068,2090,145658,136.38,646,422,0,72,205,65,54,212,242,218,299,0,207
TANF,201304,CAYEY,896,1585,112622,125.69,546,350,0,70,132,42,48,166,261,177,317,0,21
TANF,201304,GUAYNABO,855,1543,106164,124.17,555,300,0,77,130,31,57,157,205,198,261,1,125
TANF,201304,RIO PIEDRAS 3,1688,3633,257695,152.66,1108,580,0,253,337,83,115,343,330,227,389,12,387
TANF,201304,HATILLO,851,1644,121710,143.02,514,337,0,72,141,40,57,171,203,167,248,0,179
TANF,201304,CATAÑO,658,1324,91629,139.25,432,226,0,63,122,27,33,126,145,142,177,5,125
TANF,201304,ARROYO,645,1428,101789,157.81,389,256,0,86,139,33,57,139,120,71,156,0,33
TANF,201304,LAS PIEDRAS,1144,2338,170928,149.41,725,419,0,143,231,53,81,265,233,138,312,1,184
PAN,201305,MOCA,18347,52264,5963927,325.06,9879,8467,1,1443,2698,1169,2038,4548,3997,2454,1809,3,3955
PAN,201305,CAROLINA,42725,119338,13644312,319.35,25997,16713,15,4227,7549,3089,4908,8999,7469,6484,2988,104,10678
PAN,201305,SANTA ISABEL,8702,25095,2826726,324.84,4911,3791,0,774,1345,636,1041,1932,1721,1253,699,16,418
PAN,201305,CULEBRA,505,1551,168701,334.06,283,220,2,48,76,32,60,130,95,64,32,0,45
PAN,201306,TRUJILLO ALTO,18303,50380,5700376,311.44,10665,7633,5,1775,3045,1220,1900,3900,3473,2988,1633,83,4116
PAN,201306,GUAYNABO,13296,36365,4138411,311.25,7949,5345,2,1145,2362,917,1467,2883,2640,1882,968,38,2734
PAN,201306,TOA BAJA,25437,70862,7942948,312.26,15053,10382,2,2277,4318,1771,2889,5597,4867,3717,2097,21,6559
PAN,201306,JUNCOS,17149,47932,5467553,318.83,9752,7395,2,1374,2832,1160,1907,4044,3441,2391,1683,23,3062
PAN,201306,RIO GRANDE,20040,56858,6397181,319.22,11529,8505,6,1743,3124,1401,2293,4322,3949,3208,1804,9,3021
PAN,201306,VEGA BAJA,23508,66098,7497937,318.95,13356,10147,5,1878,3756,1605,2706,5222,4609,3732,2140,12,4992
PAN,201306,FAJARDO,13715,38258,4367992,318.48,8075,5637,3,1328,2152,1002,1764,3094,2274,2100,871,5,1912
PAN,201306,LARES,16313,46483,5279857,323.66,8602,7706,5,1105,2202,1050,1914,4031,3592,2419,1780,6,3604
PAN,201210,SAN JUAN,56695,160390,16553454,291.97,34414,22270,11,6102,10477,4289,6389,11690,10248,7500,3650,681,13667
TANF,201302,DORADO,477,970,65398,137.1,297,180,0,37,93,23,20,86,100,118,121,0,90
TANF,201302,MOROVIS,703,1301,93023,132.32,415,288,0,53,108,40,31,145,158,168,214,0,136
TANF,201302,FLORIDA,419,862,63311,151.1,273,146,0,46,87,27,28,80,101,50,93,0,99
TANF,201302,CULEBRA,15,19,1284,85.6,6,9,0,0,2,0,0,8,2,3,8,0,0
TANF,201305,TOA ALTA,1081,2138,148610,137.47,645,436,0,71,205,64,53,216,252,220,311,0,207
TANF,201305,CIDRA,594,1125,79783,134.31,332,262,0,52,85,26,31,116,156,128,211,1,97
TANF,201305,CEIBA,388,937,72546,186.97,258,130,0,51,99,29,22,99,53,35,70,0,70
TANF,201304,VIEQUES,335,697,48269,144.09,211,124,0,42,75,14,25,65,56,58,73,1,52
TANF,201304,ISABELA,1032,1879,135052,130.86,608,424,0,68,155,37,48,206,258,260,317,1,154
TANF,201304,AÑASCO,499,903,64079,128.41,310,189,0,40,81,25,24,107,126,96,170,0,106
TANF,201304,FLORIDA,420,859,63651,151.55,264,156,0,45,92,23,30,80,97,53,96,0,104
PAN,201305,CIALES,10280,29707,3389056,329.67,5579,4699,2,910,1495,620,1273,2321,2273,1388,1302,2,1688
PAN,201305,RIO GRANDE,20142,57298,6508614,323.14,11572,8565,5,1745,3145,1404,2291,4380,3976,3201,1830,9,3059
PAN,201305,CANOVANAS,18766,54616,6205507,330.68,10814,7939,13,1722,3017,1348,2171,4018,3807,2677,1543,15,4534
PAN,201305,LAS PIEDRAS,15341,40392,4678027,304.94,8600,6732,9,1315,2297,965,1793,3653,3136,2181,1731,5,2803
PAN,201305,JUNCOS,17151,48019,5521882,321.96,9754,7394,3,1379,2837,1160,1907,4013,3460,2395,1676,22,3029
PAN,201305,QUEBRADILLAS,11963,33458,3807552,318.28,6529,5430,4,985,1736,722,1399,2836,2581,1704,1181,4,2327
PAN,201305,UTUADO,11727,33815,3921345,334.39,6270,5456,1,948,1675,734,1358,2616,2605,1791,1059,16,2738
PAN,201305,LAS MARÍAS,4635,13733,1562448,337.1,2395,2240,0,399,652,286,549,1090,990,669,289,2,1100
PAN,201305,PEÑUELAS,12046,37322,4251852,352.97,6599,5437,10,1153,1960,758,1574,2863,2453,1283,1080,10,2983
PAN,201305,GUAYNABO,13249,36201,4162013,314.14,7919,5328,2,1136,2343,921,1478,2865,2624,1882,968,35,2710
PAN,201305,RINCÓN,5951,15936,1816034,305.16,3245,2706,0,408,836,383,599,1383,1356,986,468,5,744
PAN,201404,GURABO,11860,32813,3451891,291.05,6729,5130,1,970,1716,725,1242,2610,2630,1967,1151,6,1868
PAN,201404,SAN GERMÁN,14170,40142,4225598,298.21,7735,6434,1,1147,1918,884,1621,3131,3075,2394,1314,6,3059
PAN,201404,VEGA ALTA,16419,46876,4985893,303.67,9276,7137,6,1450,2652,1152,1972,3832,3215,2145,1412,11,3977
PAN,201404,MOCA,18130,51274,5450985,300.66,9775,8353,2,1395,2538,1195,1993,4444,4044,2521,1749,3,3719
PAN,201404,RIO PIEDRAS,14085,33391,3666917,260.34,8296,5789,0,1139,2074,821,1375,2984,3091,2601,1001,461,3375
PAN,201404,BARCELONETA,11805,31477,3386627,286.88,6641,5162,2,935,1754,771,1382,2787,2300,1876,1061,3,2152
PAN,201404,AGUAS BUENAS,11127,29735,3159096,283.91,6369,4758,0,922,1764,744,1123,2435,2343,1794,1155,21,2628
TANF,201405,BAYAMON,2534,4890,329144,129.89,1586,948,0,247,440,139,125,443,533,607,623,6,474
TANF,201405,COAMO,613,932,65317,106.55,359,254,0,26,63,13,24,123,177,187,232,1,40
TANF,201405,AGUADA,717,1321,91977,128.28,430,287,0,41,118,27,18,149,184,180,219,0,79
TANF,201405,PEÑUELAS,722,1415,97466,134.99,425,297,0,57,109,39,53,158,212,94,280,0,147
TANF,201405,HATILLO,810,1465,106988,132.08,486,324,0,55,131,37,45,170,206,166,250,0,173
TANF,201405,LUQUILLO,417,886,63000,151.08,248,169,0,56,73,14,27,80,78,89,89,1,41
TANF,201405,HORMIGUEROS,311,515,36503,117.37,99,212,0,7,13,150,7,32,47,55,64,0,159
TANF,201405,VEGA ALTA,843,1793,130054,154.28,515,327,1,115,172,40,61,157,133,165,156,0,181
TANF,201405,GUÁNICA,388,644,42157,108.65,237,151,0,30,52,17,25,77,93,94,120,1,65
TANF,201405,CULEBRA,31,63,4510,145.48,16,15,0,4,6,1,3,8,4,5,8,0,3
PAN,201405,CAGUAS,44804,119545,12728197,284.09,26205,18577,22,3582,6858,3056,4907,9849,9038,7511,3905,210,6595
PAN,201405,FAJARDO,13612,37519,4026708,295.82,7978,5630,4,1276,2100,973,1728,3080,2340,2114,842,8,2063
PAN,201405,GUAYNABO,22626,60210,6477834,286.3,13223,9401,2,1901,3748,1487,2476,4955,4601,3458,1686,82,4331
PAN,201405,QUEBRADILLAS,11787,32378,3466827,294.12,6422,5364,1,908,1629,736,1345,2842,2585,1741,1177,6,2194
PAN,201405,MOROVIS,14982,43827,4669691,311.69,8082,6900,0,1181,2171,1162,1842,3473,3259,1894,1768,13,3721
PAN,201405,ANGELES,4116,11463,1242102,301.77,2120,1996,0,267,522,264,486,929,957,691,334,4,788
PAN,201405,SAN JUAN,55997,154392,16778157,299.63,34104,21886,7,5733,10066,4092,6382,11626,10317,7781,3454,765,12954
PAN,201405,CAYEY,14619,37984,4008373,274.19,8277,6342,0,1156,2016,931,1516,3237,3288,2475,1637,19,828
PAN,201405,UTUADO,11553,32952,3570822,309.08,6195,5358,0,847,1649,717,1287,2621,2657,1774,1042,19,2619
PAN,201405,RINCÓN,5983,15822,1692265,282.85,3253,2730,0,403,793,382,611,1396,1406,992,453,5,663
PAN,201405,CEIBA,5263,14647,1542609,293.1,3009,2254,0,485,765,341,657,1235,1003,777,377,1,626
TANF,201406,LAS PIEDRAS,1055,2161,153770,145.75,676,379,0,120,207,57,66,259,211,135,300,0,177
TANF,201406,TRUJILLO ALTO,1044,1967,133555,127.93,626,418,0,80,163,43,45,201,263,249,312,4,170
TANF,201406,ARROYO,662,1441,100885,152.39,407,255,0,78,142,33,56,144,133,75,170,0,17
TANF,201406,RINCÓN,302,543,38009,125.86,179,123,0,20,44,11,12,64,70,81,93,0,14
TANF,201406,BARCELONETA,622,1207,88190,141.78,388,234,0,73,113,22,55,109,122,128,135,0,92
TANF,201406,MOROVIS,750,1483,106013,141.35,432,318,0,51,132,48,33,165,161,160,229,1,175
TANF,201406,VIEQUES,334,711,49812,149.14,217,117,0,35,85,11,27,70,50,56,68,2,54
TANF,201406,MARICAO,159,353,27181,170.95,104,55,0,18,37,7,10,39,22,26,36,0,34
PAN,201406,SAN GERMÁN,14076,39754,4224189,300.1,7703,6372,1,1117,1922,872,1606,3109,3050,2400,1290,5,3023
PAN,201406,TOA ALTA,21421,61199,6489537,302.95,12162,9255,4,1811,3363,1595,2422,4863,4454,2911,1930,8,4966
PAN,201406,RINCÓN,5974,15800,1681211,281.42,3240,2734,0,408,778,374,612,1399,1403,1000,453,7,648
PAN,201406,TOA BAJA,24785,67656,7133661,287.82,14667,10114,4,2054,4040,1812,2671,5479,4907,3820,1999,20,6222
PAN,201406,CATAÑO,11350,32263,3494620,307.9,6669,4681,0,1087,1987,817,1383,2575,2151,1350,1015,85,2400
PAN,201406,LAJAS,11601,33338,3567020,307.48,6386,5214,1,867,1589,783,1253,2751,2429,1929,1001,6,2758
PAN,201406,ISABELA,17241,47947,5082797,294.81,9424,7812,5,1139,2331,1064,1841,3840,4103,2921,1903,5,3269
PAN,201406,ADJUNTAS,9255,28651,3063226,330.98,4960,4295,0,666,1365,632,1100,2180,2073,1239,622,3,2164
PAN,201406,RIO GRANDE,20128,56414,5953195,295.77,11494,8630,4,1675,3076,1380,2293,4400,4045,3259,1790,13,2830
PAN,201406,PATILLAS,8673,23555,2501356,288.41,4661,4008,4,658,1175,503,948,1951,2066,1372,1147,5,426
TANF,201407,JUNCOS,976,1921,132157,135.41,594,382,0,81,167,51,42,218,262,155,295,1,126
TANF,201407,HUMACAO,1380,2950,211394,153.18,845,535,0,179,294,86,97,265,257,202,292,3,249
TANF,201407,AIBONITO,487,841,59722,122.63,309,178,0,50,43,15,27,90,159,103,197,1,54
TANF,201407,RIO PIEDRAS,1101,1927,141856,128.84,651,450,0,70,171,39,28,178,292,323,287,53,177
TANF,201407,SAN SEBASTÍAN,1008,1905,146576,145.41,627,381,0,96,157,36,56,200,235,228,296,1,152
TANF,201407,LAS PIEDRAS,1060,2200,156451,147.6,685,375,0,116,210,64,64,259,208,139,290,0,180
TANF,201407,CAGUAS,1898,3169,220324,116.08,1194,704,0,131,251,56,72,345,575,468,682,22,111
TANF,201407,COMERIO,573,940,73295,127.91,326,247,0,30,72,21,35,108,178,129,213,1,62
TANF,201407,TOA ALTA,993,1850,131996,132.93,588,405,0,55,162,56,47,188,259,226,305,1,183
TANF,201407,ADJUNTAS,375,641,44111,117.63,218,157,0,13,40,15,6,73,132,96,158,0,51
PAN,201307,SANTA ISABEL,8775,25073,2854887,325.34,4946,3829,0,804,1334,641,1059,1970,1720,1247,709,17,390
PAN,201307,RINCÓN,5944,15956,1836974,309.05,3225,2718,1,402,833,385,603,1380,1354,987,466,5,729
PAN,201307,COMERIO,11267,30103,3557174,315.72,6068,5197,2,937,1654,768,1350,2702,2440,1416,1296,6,2314
PAN,201307,CAYEY,14257,37669,4257020,298.59,8088,6166,3,1187,2050,895,1500,3085,3108,2431,1597,15,850
TANF,201307,AGUADA,691,1267,88596,128.21,401,290,0,46,99,24,31,143,175,173,226,0,80
TANF,201307,MOCA,781,1307,95194,121.89,441,340,0,45,95,25,33,185,261,137,352,0,92
TANF,201307,GUAYNABO,806,1393,96825,120.13,518,288,0,67,116,26,63,146,198,190,258,1,118
TANF,201307,YAUCO,761,1289,90337,118.71,482,279,0,39,90,34,20,147,220,211,266,2,102
TANF,201307,COROZAL,1048,1653,120006,114.51,594,454,0,50,128,29,47,195,330,269,404,0,82
TANF,201307,SABANA GRANDE,563,1153,78799,139.96,337,226,0,54,97,24,57,123,125,83,195,2,128
TANF,201307,AGUAS BUENAS,659,1345,96508,146.45,397,262,0,64,119,24,28,131,158,135,188,1,136
TANF,201307,PATILLAS,566,1091,75486,133.37,330,236,0,50,85,31,42,113,135,110,182,0,37
TANF,201307,HUMACAO,1495,3362,243784,163.07,959,536,0,247,294,96,121,290,247,200,291,4,271
TANF,201307,CABO ROJO,569,987,66710,117.24,325,244,0,26,69,24,24,98,163,165,199,0,92
TANF,201307,BARCELONETA,632,1305,94193,149.04,389,243,0,76,112,42,48,112,114,128,131,0,96
TANF,201307,CEIBA,406,950,71246,175.48,265,141,0,55,103,30,27,97,60,34,73,0,70
PAN,201308,PEÑUELAS,12030,36935,4595691,382.02,6586,5434,10,1144,1927,764,1559,2870,2473,1291,1077,9,2905
PAN,201308,MAYAGÜEZ,31673,86084,10862347,342.95,18221,13446,6,2734,4544,1921,3490,6930,6500,5554,1906,199,6516
PAN,201308,AIBONITO,11240,30292,3785366,336.78,6167,5071,2,964,1561,679,1375,2493,2495,1673,1467,5,2524
PAN,201308,SAN SEBASTÍAN,20434,55808,7061403,345.57,11290,9140,4,1596,2860,1272,2178,4574,4476,3477,1857,7,4198
PAN,201308,QUEBRADILLAS,11870,33017,4111628,346.39,6469,5398,3,941,1714,703,1369,2835,2591,1717,1183,6,2291
PAN,201308,DORADO,11562,32239,4000228,345.98,6678,4879,5,1023,1869,809,1265,2525,2346,1725,999,4,2510
PAN,201308,AGUADA,17097,49343,6108228,357.27,9375,7720,2,1246,2294,1120,1964,4058,4060,2354,1414,2,2857
PAN,201308,PATILLAS,8620,23592,2935800,340.58,4637,3980,3,691,1174,526,993,1890,2006,1340,1120,7,652
PAN,201308,CASTAÑER,1955,5951,762353,389.95,988,967,0,127,228,112,207,419,501,361,116,0,298
PAN,201309,BARRANQUITAS,17575,50798,6322111,359.72,9531,8041,3,1618,2582,1233,2390,4212,3667,1873,1795,2,3648
PAN,201309,SAN JUAN,55079,152533,19112087,346.99,33535,21536,8,5710,10002,4003,6284,11344,10090,7646,3507,730,12921
PAN,201309,YABUCOA,17918,47290,5783979,322.8,9873,8041,4,1355,2408,1077,1995,4050,4386,2647,3186,6,3572
PAN,201309,JUNCOS,17157,47724,5886629,343.1,9776,7379,2,1346,2823,1165,1906,4057,3466,2394,1681,28,3076
PAN,201309,VEGA ALTA,16372,46968,5802021,354.39,9242,7125,5,1482,2696,1143,1936,3775,3194,2146,1458,12,3955
PAN,201309,HORMIGUEROS,5135,13523,1641725,319.71,2970,2165,0,360,634,281,471,1099,1095,1195,410,5,711
PAN,201309,VEGA BAJA,23228,65083,7999696,344.4,13166,10058,4,1810,3682,1568,2650,5182,4595,3741,2113,22,4916
PAN,201309,AÑASCO,11300,30884,3746933,331.59,6084,5216,0,802,1490,716,1244,2641,2530,1877,1124,4,2273
PAN,201309,RINCÓN,5954,15984,1950878,327.66,3238,2715,1,413,819,388,614,1379,1361,980,471,3,718
PAN,201309,VIEQUES,4043,11380,1423851,352.18,2237,1806,0,458,644,253,501,884,798,505,288,3,756
TANF,201308,TOA BAJA,1239,2433,165250,133.37,778,461,0,125,198,59,56,233,302,266,382,0,267
TANF,201308,NAGUABO,855,1784,124480,145.59,559,296,0,117,154,50,70,175,182,107,235,3,167
TANF,201308,PEÑUELAS,713,1461,102857,144.26,426,287,0,66,114,34,58,161,191,89,272,1,141
TANF,201308,UTUADO,679,1244,89890,132.39,398,281,0,53,95,19,29,126,188,169,222,3,87
TANF,201308,RIO PIEDRAS,1068,1964,142993,133.89,661,407,0,76,185,40,32,188,247,300,267,41,205
TANF,201308,CAROLINA,2041,4339,296972,145.5,1340,701,0,226,422,110,125,418,371,369,442,7,400
TANF,201308,NARANJITO,681,1189,86029,126.33,399,282,0,43,87,24,27,147,218,135,258,0,65
TANF,201308,LUQUILLO,443,913,64516,145.63,277,166,0,58,77,15,29,100,83,81,105,1,49
TANF,201308,MAUNABO,370,707,52922,143.03,228,142,0,45,62,19,38,66,76,64,96,0,19
TANF,201308,RINCÓN,302,568,40061,132.65,178,124,0,18,50,9,9,60,78,78,88,0,20
TANF,201309,YABUCOA,1297,2430,178629,137.72,836,461,0,162,187,46,95,273,321,213,372,0,183
TANF,201309,JAYUYA,574,1120,82012,142.88,329,245,0,49,88,19,36,148,153,81,228,0,90
TANF,201309,BAYAMON,2435,4789,321362,131.98,1519,916,0,261,401,130,118,430,501,594,593,8,461
TANF,201309,BARCELONETA,664,1378,102705,154.68,409,255,0,85,119,42,56,117,116,129,132,0,101
TANF,201309,LAS MARÍAS,236,460,34108,144.53,131,105,0,21,37,9,14,43,46,66,58,1,45
TANF,201309,ARROYO,628,1373,96430,153.55,370,258,0,84,120,38,49,136,127,74,164,0,22
TANF,201309,HORMIGUEROS,183,301,19782,108.1,107,76,0,11,24,6,13,32,48,49,67,0,21
TANF,201309,CABO ROJO,564,961,65818,116.7,317,247,0,24,69,25,26,90,163,167,195,0,92
TANF,201309,DORADO,484,955,64947,134.19,306,178,0,42,88,21,21,90,96,126,120,0,90
TANF,201309,VEGA ALTA,830,1698,122982,148.17,512,317,1,105,168,38,61,153,135,170,159,0,183
TANF,201309,VILLALBA,432,822,53011,122.71,269,163,0,25,44,33,21,78,89,142,115,0,60
TANF,201309,MAUNABO,364,686,51150,140.52,224,140,0,42,61,19,36,66,78,62,96,0,17
TANF,201309,QUEBRADILLAS,538,1074,75815,140.92,335,203,0,61,102,19,36,112,122,86,138,1,91
PAN,201310,JUANA DIAZ,19344,58401,5787370,299.18,10873,8469,2,1668,2790,1369,2438,4204,4129,2745,1322,5,3579
PAN,201310,DORADO,11517,32070,3211485,278.85,6661,4851,5,1006,1849,791,1291,2521,2342,1717,989,3,2476
PAN,201310,BAYAMON,54587,151136,15163142,277.78,32789,21792,6,4966,9173,3914,5861,11522,10147,9004,4473,85,13395
PAN,201310,VEGA BAJA,23108,64496,6515909,281.98,13114,9990,4,1809,3643,1557,2637,5152,4562,3748,2107,26,4891
PAN,201310,SANTA ISABEL,8841,25253,2513611,284.31,4944,3897,0,806,1338,636,1064,1999,1739,1259,713,19,397
PAN,201310,AGUADILLA,24252,65909,6782634,279.67,13438,10812,2,1914,3476,1465,2642,5749,5300,3705,2115,15,3863
PAN,201310,UTUADO,11765,33701,3447620,293.04,6297,5467,1,913,1684,722,1358,2656,2627,1805,1070,18,2706
PAN,201310,JAYUYA,8569,26387,2684663,313.3,4463,4104,2,682,1264,604,1084,2077,1858,999,977,0,1930
PAN,201310,HATILLO,16882,44845,4564652,270.39,9309,7569,4,1332,2320,1045,1886,4035,3613,2650,1388,6,3605
PAN,201310,MAUNABO,5638,15342,1526798,270.8,3012,2626,0,437,723,320,701,1273,1324,860,659,0,508
PAN,201310,AGUAS BUENAS,10893,29418,2974790,273.09,6203,4690,0,910,1738,733,1117,2367,2293,1734,1172,15,2608
TANF,201310,ADJUNTAS,386,642,46456,120.35,219,167,0,18,40,14,11,80,130,93,162,0,52
TANF,201310,HUMACAO,1431,3167,227793,159.18,906,525,0,216,292,88,110,282,249,194,294,4,278
TANF,201310,BAYAMON,2415,4630,313112,129.65,1502,913,0,251,388,131,120,420,510,595,599,8,444
TANF,201310,RIO GRANDE,1122,2373,169502,151.07,745,377,0,105,225,72,74,227,197,222,245,0,148
TANF,201310,JUNCOS,945,1834,127150,134.55,570,375,0,83,164,41,47,202,252,156,295,3,105
TANF,201310,UTUADO,679,1216,87142,128.34,401,278,0,46,92,21,26,129,196,169,231,4,91
TANF,201310,COROZAL,1052,1635,118563,112.7,588,464,0,50,122,30,40,200,335,275,400,0,85
TANF,201310,CAYEY,971,1829,127632,131.44,587,384,0,83,167,42,56,184,260,179,313,0,19
TANF,201310,SALINAS,784,1729,125478,160.05,475,309,0,96,159,52,53,154,149,121,179,0,12
TANF,201310,AÑASCO,494,911,63519,128.58,302,192,0,34,80,30,21,111,120,98,173,0,111
TANF,201311,GUAYNABO,794,1332,93111,117.27,513,281,0,74,102,16,57,136,207,202,253,0,101
TANF,201311,JUNCOS,936,1842,128227,136.99,566,370,0,80,170,37,46,198,245,160,280,3,111
TANF,201311,TOA BAJA,1222,2303,157393,128.8,765,457,0,123,191,56,57,225,307,263,386,0,254
TANF,201311,HORMIGUEROS,181,309,20156,111.36,104,77,0,14,25,4,16,29,44,49,61,0,20
TANF,201311,LUQUILLO,412,839,60725,147.39,257,155,0,53,72,16,27,87,77,80,94,1,44
TANF,201311,SABANA GRANDE,570,1160,79784,139.97,333,237,0,55,96,22,61,124,123,89,199,2,122
PAN,201311,CAGUAS,44116,118894,11930532,270.44,25931,18159,26,3705,6828,3030,4778,9663,8729,7379,3943,183,6606
PAN,201311,LUQUILLO,7744,21445,2172502,280.54,4381,3358,5,682,1170,502,916,1801,1517,1155,564,7,1320
PAN,201308,RIO PIEDRAS 4,15565,45455,5793683,372.23,9469,6094,2,1666,3001,1190,1720,3307,2759,1922,1041,57,4259
PAN,201308,OROCOVIS,13145,39759,4933847,375.34,6800,6343,2,1026,1824,931,1740,3037,2966,1621,1563,3,2654
PAN,201308,LAS PIEDRAS,15370,40436,5096847,331.61,8578,6783,9,1322,2331,949,1754,3679,3136,2199,1738,6,2783
PAN,201308,GUAYAMA,16781,47265,5870727,349.84,9401,7380,0,1500,2623,1150,1902,3986,3356,2264,1686,9,899
PAN,201308,CIALES,10296,29555,3688102,358.21,5558,4736,2,911,1466,625,1275,2323,2295,1401,1327,1,1627
PAN,201308,CIDRA,15689,43260,5317888,338.96,8867,6818,4,1445,2261,1041,1813,3601,3306,2222,1910,6,3435
PAN,201308,AÑASCO,11311,30850,3808351,336.69,6092,5219,0,809,1500,715,1251,2645,2516,1875,1110,3,2267
PAN,201308,YABUCOA,17991,47515,5921821,329.15,9916,8071,4,1380,2433,1073,2026,4053,4377,2649,3209,6,3571
PAN,201308,AGUADILLA,24287,66220,8444764,347.71,13432,10853,2,1943,3488,1458,2633,5768,5317,3680,2142,19,3811
TANF,201307,RIO GRANDE,1127,2407,170610,151.38,735,392,0,110,222,76,68,235,196,220,250,0,160
TANF,201307,ADJUNTAS,376,656,48258,128.35,209,167,0,18,45,14,11,77,123,88,148,0,56
TANF,201307,CULEBRA,13,17,1156,88.92,5,8,0,0,2,0,0,4,4,3,5,0,0
PAN,201308,TRUJILLO ALTO,18134,49866,6227761,343.43,10591,7538,5,1750,2998,1222,1858,3855,3449,3000,1624,84,4027
PAN,201308,HUMACAO,21632,57145,7187349,332.26,12557,9066,9,2012,3176,1324,2510,4886,4561,3163,2518,39,4097
PAN,201311,CEIBA,5147,14424,1435410,278.88,2963,2184,0,473,795,311,629,1183,983,773,387,1,618
PAN,201311,NAGUABO,11724,32733,3327888,283.85,6599,5124,1,996,1836,745,1337,2852,2314,1644,1287,43,2551
PAN,201311,BARCELONETA,11573,30897,3148983,272.1,6545,5026,2,904,1771,734,1360,2680,2269,1855,1040,4,2116
PAN,201311,ISABELA,17330,48732,4879191,281.55,9472,7852,6,1181,2373,1086,1831,3893,4087,2879,1958,4,3314
PAN,201311,GURABO,11623,32204,3226563,277.6,6594,5029,0,929,1716,684,1222,2540,2575,1957,1116,4,1819
PAN,201311,HUMACAO,21397,56466,5726029,267.61,12451,8938,8,1933,3175,1300,2471,4843,4547,3128,2485,47,4056
PAN,201311,MANATI,18735,50201,5116217,273.08,10682,8048,5,1492,2868,1247,2120,4184,3790,3034,1823,25,3467
PAN,201311,SAN GERMÁN,13949,39838,3964375,284.2,7614,6334,1,1138,1948,864,1580,3033,2996,2390,1343,6,2997
PAN,201311,SALINAS,13119,36002,3589495,273.61,7330,5787,2,1117,1918,890,1548,2931,2684,2031,1126,5,583
PAN,201311,JAYUYA,8495,26131,2658436,312.94,4415,4077,3,660,1267,603,1059,2056,1857,992,978,0,1929
PAN,201311,CATAÑO,11154,32334,3308385,296.61,6609,4545,0,1111,1981,810,1382,2462,2098,1310,1036,66,2449
PAN,201311,AGUAS BUENAS,10856,29224,2958222,272.5,6173,4683,0,892,1750,727,1109,2347,2294,1736,1164,15,2603
PAN,201311,NARANJITO,15468,44421,4434093,286.66,8324,7138,6,1268,2159,1008,1854,3618,3391,2167,2093,6,2435
PAN,201311,VILLALBA,12737,38535,3866550,303.57,6950,5784,3,1047,1795,915,1572,2885,2693,1828,754,3,2573
PAN,201311,ANGELES,4064,11435,1175089,289.15,2097,1967,0,276,504,264,498,906,936,680,311,3,798
PAN,201311,RIO PIEDRAS 4,15733,45646,4686953,297.91,9556,6173,4,1687,3017,1185,1740,3358,2820,1926,1054,67,4331
TANF,201312,BARCELONETA,646,1286,95769,148.25,398,248,0,79,110,40,54,117,118,128,130,0,97
TANF,201312,CEIBA,406,926,65993,162.54,265,141,0,52,97,34,28,103,58,34,74,0,68
TANF,201312,RIO PIEDRAS,1069,1872,138524,129.58,649,420,0,76,176,33,32,181,261,310,277,46,193
TANF,201312,MANATI,1163,2412,171872,147.78,730,433,0,119,234,59,75,220,216,240,232,0,210
TANF,201312,ANGELES,179,295,22279,124.46,94,85,0,9,19,8,6,37,55,45,60,0,25
TANF,201312,QUEBRADILLAS,543,1111,78940,145.38,336,207,0,58,109,22,35,118,118,83,128,1,97
TANF,201312,UTUADO,652,1154,82827,127.04,389,263,0,48,81,21,25,121,191,165,223,4,83
TANF,201312,PEÑUELAS,705,1450,100707,142.85,416,289,0,66,113,34,54,155,193,90,264,1,134
TANF,201312,SABANA GRANDE,552,1084,74111,134.26,321,231,0,50,90,21,58,119,124,90,197,2,115
TANF,201312,OROCOVIS,648,1155,86022,132.75,361,287,0,43,81,27,30,119,177,171,223,0,66
TANF,201312,TOA ALTA,1088,2118,148435,136.43,654,434,0,72,191,67,50,226,260,222,319,0,203
TANF,201312,CAGUAS,1918,3325,229236,119.52,1169,749,0,140,270,57,83,347,548,473,656,23,138
PAN,201312,PONCE,70529,204788,23565174,334.12,40396,30119,14,6392,11164,4853,8418,16059,13905,9735,5302,248,16132
