PROGRAMA,FECHA_EMISION,MUNICIPIO,FAMILIAS,PARTICIPANTES,BENEFICIOS,BENEFICIO_PROMEDIO,FEMENINO,MASCULINO,OTROS,EDAD_0_4,EDAD_5_13,EDAD_14_17,EDAD_18_24,EDAD_25_44,EDAD_45_64,EDAD_65,INCAPACITADOS,DEAMBULANTES,ESTUDIANTES
TANF,201306,UTUADO,679,1217,88137,129.8,401,278,0,52,97,17,28,130,185,170,223,3,89
TANF,201306,SALINAS,797,1715,124772,156.55,488,309,0,106,158,48,58,156,152,119,182,0,14
PAN,201210,NARANJITO,16061,46730,4658722,290.06,8663,7390,8,1408,2278,1076,2014,3775,3408,2100,2161,7,2770
PAN,201210,DORADO,12022,34195,3406509,283.36,6880,5129,13,1135,1940,839,1341,2694,2384,1688,1047,3,2669
PAN,201210,BARRANQUITAS,17846,52139,5337548,299.09,9649,8194,3,1694,2622,1319,2499,4270,3603,1839,1791,2,3828
PAN,201210,GURABO,12081,33924,3393665,280.91,6813,5267,1,1027,1807,734,1272,2695,2605,1941,1146,4,1906
PAN,201210,CULEBRA,552,1760,164045,297.18,298,253,1,48,87,40,68,145,104,60,30,0,41
PAN,201210,YABUCOA,18912,50821,5114330,270.43,10345,8560,7,1484,2620,1164,2169,4408,4485,2581,3333,6,3894
TANF,201211,SABANA GRANDE,555,1135,80163,144.44,337,218,0,58,80,32,49,119,134,83,204,2,119
TANF,201211,ISABELA,1073,1995,156086,145.47,635,438,0,80,159,41,58,206,272,257,333,0,159
TANF,201211,TRUJILLO ALTO,1191,2295,161612,135.69,713,477,1,120,189,40,66,228,312,236,375,6,181
TANF,201211,PEÑUELAS,729,1522,128629,176.45,438,291,0,65,125,34,59,161,200,85,263,0,154
TANF,201211,MOROVIS,739,1409,105401,142.63,430,309,0,52,124,40,31,154,164,174,225,0,150
TANF,201211,CANOVANAS,1190,2692,197056,165.59,752,438,0,150,264,70,100,271,176,159,261,1,249
TANF,201211,CIDRA,638,1240,91322,143.14,360,278,0,54,111,22,32,132,160,127,214,1,117
TANF,201211,RIO GRANDE,1172,2581,188112,160.51,762,410,0,104,248,83,78,232,205,222,257,0,146
TANF,201211,MOCA,912,1698,126344,138.54,522,390,0,61,124,38,46,207,289,147,386,0,130
PAN,201210,SAN LORENZO,15876,43404,4302087,270.98,8787,7086,3,1144,2148,1014,1693,3452,3925,2500,1961,5,2997
PAN,201210,LAS PIEDRAS,15868,42363,4326587,272.66,8939,6919,10,1418,2425,1003,1866,3815,3168,2172,1760,5,2938
PAN,201210,HORMIGUEROS,5301,14075,1394812,263.12,3081,2220,0,384,671,321,508,1141,1107,1169,408,6,849
TANF,201212,CEIBA,416,1000,74690,179.54,272,144,0,57,93,36,22,108,65,35,90,0,75
TANF,201212,CAROLINA,2205,4970,344823,156.38,1419,786,0,287,501,117,147,457,353,343,419,2,489
TANF,201212,SAN SEBASTÍAN,964,1752,157550,163.43,600,364,0,69,124,54,51,183,259,224,313,1,186
TANF,201212,OROCOVIS,745,1353,105331,141.38,409,336,0,56,109,28,38,141,203,170,255,0,90
TANF,201212,LAJAS,455,773,55369,121.69,265,190,0,32,55,18,22,96,125,107,162,0,72
TANF,201212,GUAYANILLA,463,788,58606,126.58,277,186,0,23,63,23,16,88,117,133,154,0,75
TANF,201212,RINCÓN,319,602,42360,132.79,191,128,0,24,49,12,13,61,80,80,90,0,26
TANF,201303,CASTAÑER,71,135,9526,134.17,47,24,0,7,11,1,6,7,13,26,10,0,6
TANF,201303,CULEBRA,15,19,1284,85.6,6,9,0,0,2,0,0,8,2,3,8,0,0
TANF,201212,ADJUNTAS,375,636,46720,124.59,205,170,0,15,48,10,10,83,119,90,151,0,54
TANF,201212,MAUNABO,370,695,51861,140.16,228,142,0,56,55,16,36,69,76,62,101,0,22
TANF,201212,CULEBRA,14,18,1220,87.14,6,8,0,0,2,0,0,7,2,3,7,0,0
PAN,201307,ARROYO,8344,23470,2685155,321.81,4713,3627,4,767,1262,512,1018,1992,1648,1145,702,12,503
PAN,201307,FLORIDA,6883,19315,2260572,328.43,3796,3087,0,597,1041,463,896,1613,1386,886,620,8,1521
PAN,201307,CAMUY,15696,42711,4887098,311.36,8572,7120,4,1190,2141,983,1829,3687,3551,2315,1841,5,3102
PAN,201307,CAROLINA,42842,119452,13783803,321.74,26062,16763,17,4262,7477,3062,4924,9003,7560,6554,3008,115,10603
PAN,201307,VEGA BAJA,23464,65896,7623214,324.89,13325,10134,5,1878,3745,1595,2693,5229,4589,3735,2119,16,4980
PAN,201307,LARES,16286,46260,5359458,329.08,8574,7707,5,1107,2193,1054,1900,4015,3582,2435,1773,6,3552
TANF,201210,ARECIBO,2386,4670,343842,144.11,1502,884,0,223,409,132,149,441,554,478,633,12,462
TANF,201210,LUQUILLO,501,1149,81288,162.25,306,195,0,65,108,24,35,104,86,79,105,0,59
TANF,201210,MAYAGÜEZ,1961,4050,290878,148.33,1266,695,0,215,378,83,115,350,368,452,409,13,363
PAN,201210,PEÑUELAS,12302,38752,3894976,316.61,6697,5596,9,1189,2027,826,1616,2922,2476,1245,1089,11,3174
PAN,201210,PONCE,72237,214524,21764982,301.3,41363,30862,12,6799,11720,5124,8891,16349,13944,9409,5176,226,16610
PAN,201211,CANOVANAS,19124,55975,6803790,355.77,10995,8115,14,1771,3139,1369,2195,4085,3881,2675,1539,13,4650
PAN,201211,JUNCOS,17663,49705,6125636,346.81,10029,7630,4,1487,2945,1219,1965,4224,3469,2354,1661,20,3050
PAN,201211,MOROVIS,15012,45309,5502201,366.52,8137,6874,1,1268,2357,1130,1841,3479,3116,1821,1645,2,3660
PAN,201211,RIO PIEDRAS 3,20364,56273,6965104,342.03,12642,7719,3,2354,3863,1436,2382,4620,3442,2267,1451,266,5652
PAN,201211,MANATI,19337,52310,6452844,333.7,10997,8334,6,1594,3030,1273,2207,4343,3888,3001,1848,19,3683
PAN,201211,YABUCOA,18782,50412,6163111,328.14,10277,8498,7,1468,2606,1160,2141,4352,4483,2571,3354,6,3858
PAN,201211,HATILLO,17249,46628,5759540,333.91,9472,7771,6,1402,2403,1065,2002,4141,3620,2615,1389,7,3768
PAN,201212,LOIZA,11661,35510,4109054,352.38,6796,4864,1,1150,1891,869,1537,2586,2331,1297,706,20,2965
PAN,201212,PONCE,70751,209553,24121479,340.93,40573,30167,11,6588,11424,4973,8658,15977,13736,9394,5141,204,16301
PAN,201212,CAYEY,14177,37696,4213893,297.23,8043,6131,3,1161,2102,880,1523,3056,3075,2380,1556,16,1052
PAN,201212,YABUCOA,18379,49319,5638744,306.8,10089,8282,8,1424,2527,1134,2076,4196,4440,2582,3348,6,3752
PAN,201212,RIO GRANDE,20316,58124,6597603,324.75,11669,8642,5,1793,3193,1438,2318,4434,4012,3128,1810,11,3141
PAN,201212,DORADO,11682,33078,3742248,320.34,6724,4947,11,1080,1894,805,1326,2565,2331,1680,1013,4,2616
PAN,201212,HATILLO,17021,45941,5308554,311.88,9351,7665,5,1350,2376,1044,1961,4064,3607,2618,1374,6,3706
PAN,201212,CULEBRA,503,1595,172590,343.12,272,230,1,42,77,37,57,128,98,64,30,0,38
PAN,201301,TOA ALTA,22061,64183,7062166,320.12,12549,9508,4,1966,3595,1604,2684,4956,4527,2729,2063,5,5273
PAN,201301,UTUADO,11743,34257,3826740,325.87,6278,5464,1,950,1672,750,1389,2592,2618,1772,1019,18,2777
PAN,201301,VILLALBA,12658,38659,4250294,335.78,6882,5772,4,1037,1818,881,1624,2877,2665,1756,756,2,2610
PAN,201301,MANATI,18927,51177,5714390,301.92,10783,8138,6,1515,2988,1235,2120,4184,3868,3017,1831,20,3611
PAN,201301,COAMO,16451,48145,5272907,320.52,9133,7307,11,1418,2484,1193,2000,3683,3422,2251,1493,2,2828
PAN,201301,DORADO,11634,33026,3605755,309.93,6681,4944,9,1057,1886,821,1318,2531,2341,1679,1014,4,2612
PAN,201301,SAN GERMÁN,13763,39290,4277795,310.82,7513,6249,1,1144,1911,838,1544,2982,2971,2373,1335,4,2949
PAN,201301,PATILLAS,8616,23864,2610683,303,4613,4002,1,696,1179,545,992,1910,1965,1329,1099,4,1177
PAN,201301,RIO GRANDE,20182,57609,6310808,312.69,11602,8573,7,1757,3173,1427,2296,4394,3992,3143,1801,11,3125
PAN,201301,LAS PIEDRAS,15410,40730,4561876,296.03,8673,6729,8,1340,2325,974,1789,3682,3131,2168,1710,5,2829
PAN,201301,CIALES,10193,29721,3262191,320.04,5548,4641,4,895,1497,623,1264,2264,2279,1371,1301,0,1694
PAN,201301,HORMIGUEROS,5192,13710,1501008,289.1,3019,2172,1,368,664,315,483,1095,1088,1179,413,7,778
PAN,201301,CASTAÑER,1945,5980,675270,347.18,972,973,0,134,223,112,219,418,485,354,109,0,300
TANF,201301,CAROLINA,2145,4734,333176,155.33,1397,748,0,276,473,107,139,441,366,343,429,2,453
TANF,201301,CATAÑO,625,1236,90947,145.52,413,212,0,66,102,28,33,115,140,141,166,6,111
TANF,201301,CAYEY,888,1650,121753,137.11,535,353,0,73,141,43,49,163,238,181,291,0,21
TANF,201301,GUAYANILLA,474,817,58858,124.17,286,188,0,23,69,24,17,93,114,134,156,0,83
TANF,201301,HATILLO,839,1604,122931,146.52,509,330,0,73,141,35,57,169,198,166,244,0,164
TANF,201301,ARROYO,621,1363,97642,157.23,388,233,0,82,132,35,53,135,116,68,149,0,38
TANF,201301,RIO PIEDRAS 4,1261,2785,204242,161.97,792,469,0,133,275,69,58,261,279,186,327,6,281
TANF,201301,LAS PIEDRAS,1154,2354,178635,154.8,732,422,0,138,241,53,82,269,230,141,300,1,185
TANF,201301,LARES,858,1595,124463,145.06,509,349,0,75,122,29,52,176,196,208,259,2,143
TANF,201301,RIO PIEDRAS,1222,2472,187519,153.45,761,461,0,128,248,49,49,224,230,294,244,43,285
TANF,201301,JUNCOS,990,1985,142336,143.77,618,372,0,99,184,41,55,219,231,161,273,3,113
TANF,201301,SAN SEBASTÍAN,944,1703,140666,149.01,584,360,0,67,128,50,46,184,245,224,296,1,185
TANF,201301,MARICAO,149,309,24157,162.13,94,55,0,14,34,6,6,40,22,27,32,0,20
PAN,201302,SANTA ISABEL,8620,25045,2737972,317.63,4887,3733,0,786,1344,636,1017,1886,1721,1230,707,19,445
PAN,201302,COMERIO,11278,30438,3467988,307.5,6108,5167,3,935,1685,780,1377,2693,2409,1399,1268,8,2411
PAN,201302,AGUADA,17130,49820,5515653,321.99,9388,7740,2,1261,2315,1152,1967,4089,4048,2298,1430,3,2919
PAN,201302,RIO PIEDRAS 4,15481,45682,5187761,335.11,9417,6062,2,1685,3050,1149,1697,3327,2688,1885,1083,49,4323
PAN,201302,ISABELA,17628,49804,5524087,313.37,9609,8014,5,1266,2446,1098,1935,4027,4043,2813,1923,4,3500
PAN,201302,LAS PIEDRAS,15427,40789,4609649,298.8,8671,6748,8,1330,2326,967,1810,3715,3105,2173,1710,6,2817
PAN,201302,VEGA ALTA,16389,47244,5287979,322.65,9302,7083,4,1466,2815,1134,1957,3785,3159,2073,1480,15,4049
PAN,201302,CAMUY,15787,43035,4784535,303.07,8624,7158,5,1194,2199,983,1821,3738,3531,2321,1811,5,3114
PAN,201302,SAN GERMÁN,13853,39583,4356316,314.47,7561,6291,1,1149,1925,865,1551,3007,2976,2380,1335,5,3001
PAN,201302,MANATI,18918,51146,5763370,304.65,10785,8127,6,1513,3001,1229,2139,4187,3822,3027,1791,22,3594
PAN,201302,YAUCO,17872,50972,5636161,315.36,9868,8000,4,1394,2459,1118,1980,4092,4219,2610,1267,10,3721
PAN,201302,AGUAS BUENAS,10916,30081,3364734,308.24,6251,4664,1,976,1747,754,1148,2333,2267,1691,1161,9,2686
PAN,201302,NARANJITO,15666,45411,5019241,320.39,8450,7208,8,1372,2221,1040,1928,3641,3358,2104,2105,8,2626
PAN,201302,COROZAL,17581,50730,5649588,321.35,9564,8011,6,1496,2542,1160,2040,3891,3952,2500,2401,0,2978
PAN,201302,CEIBA,5104,14297,1570308,307.66,2917,2187,0,466,776,329,618,1173,975,767,395,0,619
PAN,201302,CULEBRA,498,1558,164667,330.66,271,226,1,42,79,34,55,129,95,64,32,0,42
PAN,201302,HORMIGUEROS,5194,13718,1513665,291.43,3010,2184,0,365,666,311,472,1110,1091,1179,415,7,768
TANF,201303,HORMIGUEROS,171,255,16881,98.72,104,67,0,10,20,3,12,31,48,47,63,0,18
TANF,201303,SAN SEBASTÍAN,949,1703,129956,136.94,575,374,0,76,128,43,54,181,239,228,296,1,171
TANF,201303,VEGA BAJA,1104,2132,146289,132.51,647,457,0,96,224,59,62,182,230,251,254,0,249
TANF,201303,QUEBRADILLAS,558,1213,85094,152.5,343,215,0,58,123,24,35,114,123,81,125,0,117
TANF,201303,JUANA DIAZ,866,1718,119743,138.27,556,310,0,99,126,36,64,145,188,208,229,0,109
TANF,201303,CATAÑO,648,1319,91089,140.57,423,225,0,63,119,27,34,121,144,140,175,5,121
TANF,201303,COMERIO,624,1066,80621,129.2,361,263,0,52,70,22,39,129,195,117,227,0,58
TANF,201303,NAGUABO,902,1928,135608,150.34,586,316,0,131,174,49,75,189,179,105,236,5,183
TANF,201303,BARRANQUITAS,873,1393,109159,125.04,537,336,0,57,102,14,51,156,288,205,351,0,89
TANF,201303,SANTA ISABEL,577,1148,79636,138.02,356,221,0,85,99,27,50,114,122,80,160,1,18
TANF,201302,PONCE,3703,6984,480300,129.71,2223,1480,0,315,594,151,184,674,983,802,1170,22,572
TANF,201303,GUAYANILLA,439,680,49398,112.52,270,169,0,18,58,20,16,80,112,135,147,0,72
TANF,201302,AIBONITO,525,923,66675,127,318,207,0,42,61,18,29,102,172,101,219,0,79
TANF,201302,AGUADILLA,1794,3365,236814,132,1064,730,0,175,260,61,112,343,491,352,587,1,186
TANF,201302,BARCELONETA,610,1269,91988,150.8,378,232,0,85,107,36,54,100,104,124,119,0,102
TANF,201302,MARICAO,156,332,25135,161.12,98,58,0,17,34,6,7,42,23,27,35,0,22
PAN,201308,COMERIO,11360,30357,3878906,341.45,6130,5226,4,965,1657,770,1382,2721,2435,1430,1292,6,2328
PAN,201308,HORMIGUEROS,5126,13560,1677155,327.19,2962,2164,0,369,633,286,473,1098,1078,1189,406,5,709
PAN,201309,YAUCO,17918,50526,6166558,344.15,9895,8022,1,1361,2436,1081,1963,4139,4260,2678,1289,9,3879
PAN,201309,ARROYO,8410,23617,2882122,342.7,4748,3658,4,774,1244,532,1036,1995,1686,1143,709,11,478
PAN,201309,SANTA ISABEL,8828,25181,3044387,344.86,4937,3891,0,810,1331,625,1066,1976,1757,1263,725,18,385
PAN,201309,ARECIBO,41803,107820,13610083,325.58,23368,18427,8,3191,5722,2613,4990,9755,8774,6757,4101,114,8043
PAN,201309,CIDRA,15661,43027,5202224,332.18,8852,6805,4,1412,2270,1043,1793,3594,3327,2222,1929,6,3418
PAN,201309,GUAYANILLA,10386,30450,3752217,361.28,5731,4652,3,847,1569,650,1187,2608,2171,1354,686,4,2416
PAN,201309,AGUADA,17160,49428,6003774,349.87,9408,7750,2,1246,2287,1117,1978,4076,4096,2359,1424,2,2848
PAN,201309,LAS PIEDRAS,15323,40213,4975704,324.72,8569,6746,8,1297,2331,936,1744,3659,3144,2212,1722,5,2776
PAN,201309,MARICAO,2714,8448,1028093,378.81,1379,1335,0,223,394,181,302,729,582,303,196,2,489
TANF,201308,AGUAS BUENAS,650,1346,96316,148.18,399,251,0,65,119,22,27,130,152,135,179,1,140
TANF,201308,VEGA BAJA,1089,2101,142534,130.89,632,457,0,100,211,57,61,176,229,255,265,1,239
TANF,201308,YAUCO,761,1301,91446,120.17,481,280,0,40,92,35,22,148,211,213,259,2,107
TANF,201308,MAYAGÜEZ,1818,3702,253536,139.46,1184,634,0,212,331,71,113,303,328,460,364,12,314
TANF,201308,COMERIO,628,1089,81977,130.54,354,274,0,53,71,23,38,122,199,122,232,1,59
TANF,201308,AGUADILLA,1800,3354,234663,130.37,1077,723,0,170,262,55,113,338,507,355,591,2,187
TANF,201308,JUANA DIAZ,845,1612,112105,132.67,550,295,0,88,114,30,68,138,199,208,237,0,102
TANF,201308,GUÁNICA,380,692,46596,122.62,232,148,0,28,59,21,16,85,74,97,109,0,65
TANF,201308,DORADO,483,928,63477,131.42,305,178,0,39,86,23,22,90,98,125,121,0,91
TANF,201308,CABO ROJO,570,971,67466,118.36,324,246,0,24,70,24,26,93,165,168,196,0,90
TANF,201309,GUAYAMA,1321,2954,201014,152.17,808,513,0,168,284,78,98,282,255,156,331,0,48
TANF,201309,COMERIO,605,1030,78424,129.63,340,265,0,50,64,21,37,119,192,122,224,1,56
TANF,201309,SAN LORENZO,891,1385,98160,110.17,547,344,0,37,109,33,40,184,310,178,381,2,112
TANF,201309,RIO PIEDRAS 3,1646,3495,250948,152.46,1085,561,0,228,339,73,111,330,334,231,396,13,344
TANF,201309,LUQUILLO,431,868,61100,141.76,270,161,0,56,71,16,29,97,82,80,104,1,46
TANF,201309,AGUAS BUENAS,651,1340,96310,147.94,397,254,0,64,119,18,27,129,154,140,180,1,133
TANF,201309,LAS PIEDRAS,1034,2076,153408,148.36,655,379,0,121,209,46,70,235,217,136,278,1,150
TANF,201309,SALINAS,819,1798,130930,159.87,496,323,0,104,166,52,59,163,156,119,190,0,12
PAN,201310,MAYAGÜEZ,31336,84480,8614505,274.91,18066,13265,5,2617,4467,1896,3445,6887,6467,5557,1889,210,6436
PAN,201310,CAMUY,15493,42080,4205042,271.42,8477,7012,4,1161,2082,975,1789,3625,3539,2322,1817,5,3095
PAN,201310,CABO ROJO,16031,45487,4544650,283.49,9108,6922,1,1227,2215,1055,1733,3634,3279,2888,1092,3,3748
PAN,201310,GUAYAMA,16706,46713,4680881,280.19,9352,7354,0,1447,2613,1166,1901,3957,3360,2262,1696,7,909
PAN,201310,CEIBA,5161,14390,1436057,278.25,2962,2199,0,465,795,319,636,1181,985,780,389,1,610
PAN,201310,CIDRA,15648,42828,4260087,272.24,8825,6819,4,1399,2251,1052,1781,3591,3358,2216,1930,5,3398
PAN,201310,MOCA,18207,51949,5229195,287.21,9832,8375,0,1399,2630,1182,2014,4458,4003,2521,1767,3,3886
PAN,201310,HORMIGUEROS,5174,13650,1364629,263.75,2988,2186,0,376,626,291,484,1106,1098,1193,406,5,730
TANF,201310,MANATI,1191,2447,174633,146.63,759,432,0,120,245,58,73,231,229,235,249,0,221
TANF,201310,LUQUILLO,415,836,59608,143.63,257,158,0,56,67,16,29,90,79,78,100,1,40
TANF,201310,QUEBRADILLAS,543,1101,78215,144.04,334,209,0,59,105,21,33,115,125,85,139,1,95
TANF,201310,RIO PIEDRAS,1071,1869,138544,129.36,661,410,0,72,175,37,29,189,263,306,282,44,196
TANF,201310,LAS MARÍAS,259,535,39104,150.98,151,108,0,28,44,11,16,49,47,64,60,1,53
TANF,201310,LOIZA,717,1467,97285,135.68,449,268,0,76,143,32,50,123,138,155,173,1,146
TANF,201310,CAMUY,729,1276,93419,128.15,429,300,0,46,99,36,37,157,196,158,244,0,112
TANF,201310,CULEBRA,14,18,1220,87.14,7,7,0,0,2,0,0,4,4,4,5,0,0
TANF,201311,MOROVIS,692,1312,95133,137.48,419,273,0,43,112,51,29,141,151,165,200,1,156
TANF,201311,COROZAL,1024,1607,116038,113.32,569,455,0,48,120,27,39,191,321,278,392,0,84
TANF,201311,SAN JUAN,4134,8688,606983,146.83,2707,1426,1,480,809,195,229,731,785,905,839,52,747
TANF,201311,SAN LORENZO,921,1454,103996,112.92,565,356,0,35,123,40,39,189,314,181,378,2,125
TANF,201311,VILLALBA,424,792,52688,124.26,267,157,0,23,42,30,22,74,90,143,112,0,60
TANF,201311,COMERIO,634,1151,87393,137.84,358,276,0,48,84,28,36,119,195,124,220,1,70
TANF,201311,JUANA DIAZ,826,1606,113429,137.32,530,296,0,76,128,26,64,134,185,213,221,0,95
TANF,201311,ANGELES,174,287,21515,123.65,93,81,0,10,19,7,6,37,53,42,60,0,25
TANF,201311,VIEQUES,349,747,51319,147.05,217,132,0,48,80,13,30,68,56,54,73,2,56
TANF,201311,LAJAS,452,750,52353,115.83,268,184,0,23,62,14,19,99,121,114,156,0,77
TANF,201311,SAN SEBASTÍAN,1020,1906,147051,144.17,624,396,0,95,138,42,56,193,263,233,316,1,168
PAN,201311,CIDRA,15697,42909,4266290,271.79,8856,6836,5,1414,2238,1043,1816,3583,3372,2231,1939,5,3404
PAN,201311,CAYEY,14101,37132,3674892,260.61,8021,6078,2,1148,1996,899,1435,3081,3117,2425,1602,15,815
PAN,201311,TOA ALTA,21546,62029,6215410,288.47,12288,9254,4,1888,3456,1599,2460,4862,4434,2844,1989,7,5043
PAN,201311,MAYAGÜEZ,31393,84516,8617690,274.51,18105,13282,6,2626,4473,1895,3455,6909,6476,5559,1894,211,6441
PAN,201311,AGUADA,17113,49205,4917419,287.35,9380,7731,2,1241,2281,1099,1973,4049,4102,2366,1399,2,2801
PAN,201311,MAUNABO,5599,15202,1513667,270.35,2991,2606,2,437,709,309,714,1259,1318,853,648,0,499
PAN,201311,SAN SEBASTÍAN,20351,55125,5633611,276.82,11231,9117,3,1529,2790,1285,2183,4580,4506,3477,1858,7,4175
PAN,201311,AGUADILLA,24341,66203,6807638,279.68,13511,10827,3,1936,3481,1461,2660,5787,5316,3698,2122,16,3907
PAN,201311,GUAYANILLA,10400,30457,3087752,296.9,5725,4672,3,857,1564,654,1183,2612,2165,1365,695,3,2432
PAN,201311,VIEQUES,4118,11585,1188267,288.55,2273,1844,1,465,657,255,512,909,810,510,301,3,760
TANF,201312,VILLALBA,417,757,52420,125.71,261,156,0,20,40,30,20,71,92,144,109,0,59
TANF,201312,BAYAMON,2377,4569,310870,130.78,1480,897,0,257,382,116,123,403,511,585,590,9,431
TANF,201312,GUAYAMA,1281,2926,201600,157.38,797,484,0,163,283,72,91,264,251,157,314,0,50
TANF,201312,LOIZA,691,1412,93340,135.08,435,256,0,80,133,25,52,116,131,154,167,1,137
TANF,201312,SAN GERMÁN,690,1139,78100,113.19,421,269,0,24,89,26,26,117,205,203,238,1,104
TANF,201312,CATAÑO,648,1271,85909,132.58,430,218,0,57,123,26,32,112,156,142,174,6,110
TANF,201312,SAN SEBASTÍAN,1020,1946,150186,147.24,633,387,0,99,142,46,54,191,258,230,302,1,176
TANF,201312,LAJAS,447,727,51022,114.14,269,178,0,22,61,12,19,96,123,114,156,0,77
PAN,201312,SAN SEBASTÍAN,20289,55101,6379314,314.42,11206,9077,6,1511,2804,1276,2191,4557,4483,3466,1855,7,4189
TANF,201312,AIBONITO,477,783,56653,118.77,299,178,0,39,43,15,27,84,167,102,203,1,55
TANF,201312,COROZAL,1017,1598,115005,113.08,566,451,0,48,120,28,38,187,317,279,387,0,85
PAN,201312,RIO GRANDE,19880,55946,6328586,318.34,11427,8448,5,1667,3060,1387,2264,4317,3963,3222,1809,11,2909
PAN,201303,TOA BAJA,25475,71245,7236874,284.08,15097,10375,3,2294,4361,1820,2876,5603,4843,3677,2103,22,6607
PAN,201303,MOCA,18304,52250,5347724,292.16,9864,8439,1,1449,2697,1179,2048,4525,3964,2442,1793,3,3945
PAN,201303,AÑASCO,11306,31173,3159947,279.49,6103,5202,1,856,1509,729,1264,2627,2474,1847,1084,4,2283
PAN,201303,UTUADO,11637,33880,3516008,302.14,6221,5415,1,948,1688,744,1350,2593,2572,1742,1019,16,2745
PAN,201303,ARROYO,8454,24225,2442262,288.89,4763,3687,4,780,1268,539,1050,1999,1672,1146,691,11,605
PAN,201303,ADJUNTAS,9286,29256,3009784,324.12,4979,4307,0,725,1380,641,1146,2188,2011,1195,634,3,2296
PAN,201303,CIDRA,15573,43143,4349555,279.3,8812,6758,3,1399,2271,1074,1794,3601,3264,2170,1884,5,3506
PAN,201303,CAMUY,15684,42653,4345476,277.06,8579,7100,5,1181,2164,975,1842,3700,3537,2285,1807,5,3113
PAN,201303,QUEBRADILLAS,11960,33584,3422210,286.14,6535,5420,5,1000,1742,743,1387,2854,2571,1663,1166,4,2340
PAN,201303,CABO ROJO,15860,45394,4617871,291.16,9007,6851,2,1241,2224,1039,1700,3563,3261,2832,1090,1,3707
PAN,201303,VIEQUES,4119,11727,1225961,297.64,2266,1853,0,474,664,242,551,880,795,513,279,2,756
PAN,201304,JUNCOS,17263,48461,4997187,289.47,9839,7421,3,1390,2871,1177,1928,4051,3452,2394,1678,21,3046
PAN,201304,LOIZA,11781,35676,3702237,314.25,6830,4949,2,1142,1915,848,1557,2645,2343,1331,701,18,2945
PAN,201304,AGUADA,17038,49385,5014436,294.31,9342,7694,2,1245,2289,1131,1946,4056,4064,2307,1427,3,2859
PAN,201304,RIO GRANDE,20184,57626,5865834,290.62,11594,8586,4,1762,3163,1420,2303,4399,3958,3179,1810,10,3097
PAN,201304,GUÁNICA,8797,25445,2598898,295.43,4860,3935,2,713,1163,589,958,1924,1929,1521,635,4,1793
PAN,201304,COMERIO,11363,30566,3206560,282.19,6139,5222,2,947,1690,782,1377,2718,2433,1416,1288,7,2375
TANF,201304,RIO PIEDRAS,1138,2153,153993,135.32,702,436,0,102,219,38,40,210,241,288,264,42,253
TANF,201304,SAN GERMÁN,744,1248,84912,114.13,451,293,0,33,113,21,29,136,216,196,248,2,125
TANF,201304,LOIZA,754,1547,103467,137.22,472,282,0,85,149,32,60,134,141,153,177,1,163
TANF,201304,OROCOVIS,747,1407,104805,140.3,416,331,0,59,111,32,37,144,194,170,245,0,92
TANF,201304,NAGUABO,936,1983,139308,148.83,616,320,0,135,176,54,77,198,187,109,242,5,193
TANF,201304,RINCÓN,312,583,40930,131.19,186,126,0,17,52,12,8,64,82,77,91,0,23
TANF,201304,AIBONITO,504,860,62211,123.43,302,202,0,40,59,13,29,92,172,99,214,0,71
TANF,201304,LUQUILLO,480,1039,75338,156.95,303,177,0,66,89,20,35,104,84,82,103,1,59
TANF,201304,CIDRA,587,1098,77502,132.03,327,260,0,45,87,24,30,117,157,127,213,1,92
TANF,201304,MARICAO,143,311,23790,166.36,90,53,0,16,34,4,7,35,19,28,30,0,20
PAN,201305,CEIBA,5130,14326,1620219,315.83,2932,2198,0,461,791,329,618,1171,986,774,394,0,613
PAN,201305,PATILLAS,8577,23565,2682973,312.81,4577,3998,2,677,1165,532,991,1896,1974,1342,1103,3,827
PAN,201305,HATILLO,16983,45471,5254272,309.38,9331,7646,6,1355,2346,1032,1926,4056,3629,2638,1385,6,3653
PAN,201305,BARCELONETA,11663,31293,3625292,310.84,6608,5052,3,959,1763,775,1389,2678,2286,1813,1042,2,2178
PAN,201305,CAYEY,14305,37919,4246126,296.83,8129,6174,2,1179,2111,894,1502,3092,3105,2422,1603,15,895
PAN,201305,SABANA GRANDE,9774,29065,3252754,332.8,5341,4433,0,837,1360,694,1172,2282,1962,1467,844,10,2340
PAN,201305,JUANA DIAZ,19509,59290,6670007,341.89,10994,8511,4,1678,2893,1399,2428,4251,4152,2707,1346,5,3726
PAN,201305,SAN SEBASTÍAN,20297,55558,6441119,317.34,11232,9061,4,1615,2809,1297,2136,4523,4467,3449,1826,7,4190
PAN,201305,ISABELA,17486,49333,5599847,320.25,9533,7948,5,1244,2433,1089,1881,3975,4006,2858,1934,4,3418
PAN,201305,COMERIO,11359,30532,3579378,315.11,6140,5217,2,949,1683,786,1359,2730,2445,1407,1291,7,2365
PAN,201305,CASTAÑER,1968,6002,703111,357.27,986,982,0,127,225,111,220,430,499,356,115,0,310
PAN,201306,PONCE,70924,208035,23802367,335.6,40667,30248,9,6557,11400,4940,8534,16076,13857,9560,5214,226,16278
PAN,201306,CIDRA,15726,43407,4839987,307.77,8903,6819,4,1419,2295,1080,1804,3607,3323,2198,1919,6,3481
